Date,year,month,day,dow,doy,quarter,is_weekend,days_to_eom,days_from_som,dim,is_last1,is_first1,is_last2,is_first2,is_last3,is_first3,t_days,t_years,regime_pre2019,regime_2019,regime_post2019,sin_y1,cos_y1,sin_y2,cos_y2,sin_y3,cos_y3,sin_y4,cos_y4,sin_y5,cos_y5,sin_w1,cos_w1,sin_w2,cos_w2,sin_m1,cos_m1,sin_m2,cos_m2,hol_new_year,hol_womens_day,hol_reunification,hol_labor_day,hol_national_day,hol_vn_womens_day,hol_dd_1111,hol_dd_1212,hol_christmas_eve,hol_christmas,tet_days_diff,tet_in_7,tet_in_14,tet_before_7,tet_after_7,tet_on,hol_black_friday,promo_spring_sale,promo_spring_sale_since,promo_spring_sale_until,promo_spring_sale_disc,promo_mid_year,promo_mid_year_since,promo_mid_year_until,promo_mid_year_disc,promo_fall_launch,promo_fall_launch_since,promo_fall_launch_until,promo_fall_launch_disc,promo_year_end,promo_year_end_since,promo_year_end_until,promo_year_end_disc,promo_urban_blowout,promo_urban_blowout_since,promo_urban_blowout_until,promo_urban_blowout_disc,promo_rural_special,promo_rural_special_since,promo_rural_special_until,promo_rural_special_disc,is_odd_year,Revenue,COGS
2013-07-22,2013,7,22,0,203,3,0,9,21,31,0,0,0,0,0,0,-2354,-6.444900752908967,1,0,0,-0.343366873996388,-0.939201357453208,0.6449812683237445,0.7641983796838971,-0.8681676914867166,-0.4962709536721097,0.9857872803589408,0.1679983270229877,-0.9835378122597298,0.180702440092392,0.0,1.0,0.0,1.0,-0.8978045395707417,-0.4403941515576342,0.7907757369376984,-0.612105982547663,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,29.0,0.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,5926190.4,5032346.99
2013-07-23,2013,7,23,1,204,3,0,8,22,31,0,0,0,0,0,0,-2353,-6.442162902121835,1,0,0,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,0.7415600311898435,-0.8926116709398649,-0.450826357816335,0.9950052545447352,0.0998225597165632,-0.9643784639967456,0.2645263279510712,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,-0.968077118866204,-0.2506525322587213,0.4853019625310824,-0.8743466161445813,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,4436778.28,3552350.42
2013-07-24,2013,7,24,2,205,3,0,7,23,31,0,0,0,0,0,0,-2352,-6.439425051334703,1,0,0,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,0.7180439894563503,-0.9146788759587108,-0.4041813378607547,0.9995139620968312,0.0311743415887823,-0.938088959642066,0.3463944338433662,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.0506491688387135,0.1011683219874338,-0.9948693233918948,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,7329505.1,5924978.27
2013-07-25,2013,7,25,3,206,3,0,6,24,31,0,0,0,0,0,0,-2351,-6.436687200547571,1,0,0,-0.3913578365610259,-0.9202385798054076,0.7202851594252706,0.6936780875245466,-0.9343105477678196,-0.3564600964060307,0.9992920637248696,-0.0376214217765748,-0.904863671298158,0.425701463897905,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,-0.9884683243281114,0.1514277775045766,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,6342757.31,4978292.65
2013-07-26,2013,7,26,4,207,3,0,5,25,31,0,0,0,0,0,0,-2350,-6.433949349760438,1,0,0,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,0.6684911643103645,-0.951454412733338,-0.307789701728727,0.994340609653052,-0.1062391264779464,-0.8649482509584351,0.5018610596210309,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9377521321470804,0.3473052528448203,-0.6513724827222221,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,6941436.71,5543496.22
2013-07-27,2013,7,27,5,208,3,1,4,26,31,0,0,0,0,0,0,-2349,-6.431211498973306,1,0,0,-0.4227806579826773,-0.9062320427107696,0.7662747586044899,0.6425130304714689,-0.9660648215530204,-0.2582997494341228,0.9846830346495282,-0.1743540113487385,-0.8186378142731447,0.5743101331528881,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,-0.8486442574947509,0.5289640103269624,-0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,4353958.13,3499528.32
2013-07-28,2013,7,28,6,209,3,1,3,27,31,0,0,0,0,0,0,-2348,-6.4284736481861735,1,0,0,-0.4383067230125192,-0.898825465016444,0.7879224882631226,0.6157744331240536,-0.97810287080751,-0.208122017379486,0.970365047111836,-0.2416436950215011,-0.7662747586044906,0.6425130304714681,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,-0.72479278722912,0.6889669190756865,-0.9987165071710528,-0.0506491688387129,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,6017516.42,4917333.26
2013-07-29,2013,7,29,0,210,3,0,2,28,31,0,0,0,0,1,0,-2347,-6.425735797399041,1,0,0,-0.4537030860313442,-0.8911529104063088,0.8086376511543126,0.5883070194512693,-0.98753650654923,-0.1573901147866107,0.951454412733338,-0.3077897017287277,-0.7082462315032508,0.7059654917638989,0.0,1.0,0.0,1.0,-0.5712682150947924,0.8207634412072763,-0.9377521321470804,0.34730525284482,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,8158241.16,6599164.67
2013-07-30,2013,7,30,1,211,3,0,1,29,31,0,0,1,0,1,0,-2346,-6.422997946611909,1,0,0,-0.4689651910076318,-0.8832166493127127,0.8283957292921138,0.5601432992463508,-0.9943406096530518,-0.1062391264779474,0.9280406337745428,-0.3724789686188263,-0.6449812683237474,0.7641983796838948,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,-0.3943558551133187,0.9189578116202306,-0.7247927872291202,0.6889669190756863,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,0.0,33.0,0.0,0,-1.0,-1.0,0.0,1,7711378.77,7073525.07
2013-07-31,2013,7,31,2,212,3,0,0,30,31,1,0,1,0,1,0,-2345,-6.420260095824777,1,0,0,-0.4840885216389758,-0.8750190302029955,0.847173337473877,0.5313166064347815,-0.998497062701478,-0.0548052531836224,0.9002345254572965,-0.4354053274532549,-0.5769476201403175,0.8167811479303523,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,-0.2012985200886611,0.9795299412524944,-0.3943558551133206,0.9189578116202296,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,1.0,32.0,0.0,0,-1.0,-1.0,0.0,1,10104475.36,10851542.12
2013-08-01,2013,8,1,3,213,3,0,30,0,31,0,1,0,1,0,1,-2344,-6.417522245037645,1,0,0,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,0.5018610596210326,-0.9999947982262414,-0.0032254488771081,0.868167691486717,-0.4962709536721089,-0.5046482954181549,0.8633250245020995,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,2.0,31.0,0.0,0,-1.0,-1.0,0.0,1,10998208.4,12167214.07
2013-08-02,2013,8,2,4,214,3,0,29,1,31,0,0,0,1,0,1,-2343,-6.414784394250513,1,0,0,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,0.4718115217065765,-0.9988298281778684,0.0483629438947822,0.8319919011831955,-0.5547877759698494,-0.4286178410077265,0.903485886093344,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,0.20129852008866,0.9795299412524944,0.3943558551133185,0.9189578116202306,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,3.0,30.0,0.0,0,-1.0,-1.0,0.0,1,7422715.15,9601836.11
2013-08-03,2013,8,3,5,215,3,1,28,2,31,0,0,0,0,0,1,-2342,-6.412046543463381,1,0,0,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,0.4412035586269627,-0.9950052545447352,0.0998225597165622,0.7918783711724181,-0.6106788397098085,-0.3494183899593994,0.9369668023778543,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,0.3943558551133185,0.9189578116202306,0.72479278722912,0.6889669190756866,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,4.0,29.0,0.0,0,-1.0,-1.0,0.0,1,5599602.67,7786528.35
2013-08-04,2013,8,4,6,216,3,1,27,3,31,0,0,0,0,0,0,-2341,-6.409308692676249,1,0,0,-0.5431052396834317,-0.8396646346181327,0.912052525275964,0.4100733972568043,-0.9885312610933432,0.1510163760696315,0.748016955033124,-0.6636796177245262,-0.2676355053787699,0.9635202313707016,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,0.5712682150947923,0.8207634412072763,0.9377521321470804,0.3473052528448203,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,5.0,28.0,0.0,0,-1.0,-1.0,0.0,1,5021938.29,7089757.76
2013-08-05,2013,8,5,0,217,3,0,26,4,31,0,0,0,0,0,0,-2340,-6.406570841889117,1,0,0,-0.5574684374327892,-0.8301981337405212,0.9256185127518922,0.3784578825324888,-0.9794250862518064,0.201808078184798,0.7006152447379053,-0.7135392622980498,-0.1838738510513285,0.9829498496360604,0.0,1.0,0.0,1.0,0.72479278722912,0.6889669190756866,0.9987165071710528,-0.0506491688387126,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,6.0,27.0,0.0,0,-1.0,-1.0,0.0,1,2231563.34,3064145.21
2013-08-06,2013,8,6,1,218,3,0,25,5,31,0,0,0,0,0,0,-2339,-6.403832991101985,1,0,0,-0.5716666713027052,-0.8204859638785327,0.9380889596420648,0.3463944338433696,-0.9677109772087537,0.2520624220102616,0.6498975881398573,-0.7600217924046628,-0.0987527208457756,0.9951120038093983,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,0.8486442574947509,0.5289640103269624,0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,7.0,26.0,0.0,0,-1.0,-1.0,0.0,1,2493225.51,3592496.3
2013-08-07,2013,8,7,2,219,3,0,24,6,31,0,0,0,0,0,0,-2338,-6.401095140314853,1,0,0,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,0.3139210007430401,-0.953420125349868,0.3016455943285796,0.5961040271552042,-0.8029072105849764,-0.0129014599494232,0.9999167727021951,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.6513724827222223,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,8.0,25.0,0.0,0,-1.0,-1.0,0.0,1,2638845.23,3381813.66
2013-08-08,2013,8,8,3,220,3,0,23,7,31,0,0,0,0,0,0,-2337,-6.398357289527721,1,0,0,-0.5995514915196489,-0.8003361849976323,0.9596855068649522,0.2810760180331286,-0.936590583203982,0.3504255690637097,0.539489161667411,-0.8419925441732807,0.0730451882110455,0.9973286321364754,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,9.0,24.0,0.0,0,-1.0,-1.0,0.0,1,3065089.0,4223344.7
2013-08-09,2013,8,9,4,221,3,0,22,8,31,0,0,0,0,0,0,-2336,-6.395619438740589,1,0,0,-0.6132298262997502,-0.7899045386224707,0.968786046025684,0.2478983602727564,-0.9172671631198612,0.3982724588294324,0.4803209445297884,-0.8770928059481573,0.1584517749608344,0.987366717593702,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,0.9987165071710528,-0.0506491688387126,-0.101168321987432,-0.9948693233918952,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,10.0,23.0,0.0,0,-1.0,-1.0,0.0,1,2598855.08,3418548.13
2013-08-10,2013,8,10,5,222,3,1,21,9,31,0,0,0,0,0,0,-2335,-6.392881587953457,1,0,0,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,0.214427295767511,-0.895501317943504,0.4450588607829839,0.4188794133697436,-0.9080418696596648,0.2426868445825953,0.9701046827361176,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,0.9680771188662044,-0.2506525322587204,-0.4853019625310808,-0.8743466161445822,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,11.0,22.0,0.0,0,-1.0,-1.0,0.0,1,1776113.02,2320738.01
2013-08-11,2013,8,11,6,223,3,1,20,10,31,0,0,0,0,0,0,-2334,-6.3901437371663246,1,0,0,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,0.1807024400923929,-0.8713510040136405,0.4906601958631051,0.3554553651969341,-0.9346932562893102,0.3251276029999075,0.9456701548465694,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,0.8978045395707416,-0.4403941515576344,-0.7907757369376986,-0.6121059825476627,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,12.0,21.0,0.0,0,-1.0,-1.0,0.0,1,2074476.53,2834815.33
2013-08-12,2013,8,12,0,224,3,0,19,11,31,0,0,0,0,0,0,-2333,-6.3874058863791925,1,0,0,-0.65316012232693,-0.7572198192083127,0.9891715794849548,0.1467637092037396,-0.8448805268402667,0.5349550405091192,0.2903489800882674,-0.9569208273215204,0.4051645224207529,0.914243791213024,0.0,1.0,0.0,1.0,0.7907757369376989,-0.6121059825476626,-0.968077118866204,-0.2506525322587213,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,13.0,20.0,0.0,0,-1.0,-1.0,0.0,1,1933036.01,2566277.36
2013-08-13,2013,8,13,1,225,3,0,18,12,31,0,0,0,0,0,0,-2332,-6.38466803559206,1,0,0,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.112651272195629,-0.8161603698771164,0.5778254499778013,0.2238684004637317,-0.9746193817454124,0.4822058478963525,0.8760579434344281,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.758758122692791,-0.9884683243281114,0.1514277775045766,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,14.0,19.0,0.0,0,-1.0,-1.0,0.0,1,2531884.21,3266499.42
2013-08-14,2013,8,14,2,226,3,0,17,13,31,0,0,0,0,0,0,-2331,-6.381930184804928,1,0,0,-0.6788204829862355,-0.734304263829602,0.9969215500633252,0.0784055037566676,-0.7852670068439961,0.6191572723971441,0.156328272677186,-0.9877051539613264,0.5556819724760473,0.8313949395234068,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,0.485301962531081,-0.8743466161445821,-0.8486442574947509,0.5289640103269624,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,15.0,18.0,0.0,0,-1.0,-1.0,0.0,1,2791478.67,3740726.27
2013-08-15,2013,8,15,3,227,3,0,16,14,31,0,0,0,0,0,0,-2330,-6.379192334017796,1,0,0,-0.6913512362094071,-0.722518835873311,0.9990285807311906,0.0440669363834491,-0.7522826980987246,0.6588404527207655,0.0880482578246577,-0.996116210235554,0.6250496486104348,0.7805849965070889,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.299363122973358,-0.9541392564000488,-0.5712682150947924,0.8207634412072763,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,16.0,17.0,0.0,0,-1.0,-1.0,0.0,1,3665019.45,4896607.22
2013-08-16,2013,8,16,4,228,3,0,15,15,31,0,0,0,0,0,0,-2329,-6.376454483230664,1,0,0,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.0096762124072308,-0.717295271600886,0.6967693257736101,0.0193515188183254,-0.9998127418269004,0.689796004665588,0.7240037789593312,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,0.1011683219874327,-0.994869323391895,-0.2012985200886611,0.9795299412524944,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,17.0,16.0,0.0,0,-1.0,-1.0,0.0,1,3619170.1,4661015.06
2013-08-17,2013,8,17,5,229,3,1,14,16,31,0,0,0,0,0,0,-2328,-6.373716632443532,1,0,0,-0.7157953492826642,-0.6983101158835584,0.9996942666129788,-0.0247259641093823,-0.6803978890506108,0.7328428976086707,-0.0494368091132557,-0.998777253397723,0.7494423368521941,0.662069621515383,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,-0.101168321987432,-0.9948693233918952,0.2012985200886598,0.9795299412524946,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,18.0,15.0,0.0,0,-1.0,-1.0,0.0,1,3066137.96,4129676.85
2013-08-18,2013,8,18,6,230,3,1,13,17,31,0,0,0,0,0,0,-2327,-6.3709787816564,1,0,0,-0.7277014757264236,-0.6858939875998223,0.998252133936544,-0.0590988755488295,-0.641688797825113,0.7669651144255266,-0.1179911572597385,-0.993014645817728,0.8035476485339095,0.5952404359043703,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,-0.2993631229733582,-0.9541392564000488,0.5712682150947928,0.8207634412072761,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,19.0,14.0,0.0,0,-1.0,-1.0,0.0,1,2385617.18,2947242.18
2013-08-19,2013,8,19,0,231,3,0,12,18,31,0,0,0,0,0,0,-2326,-6.368240930869268,1,0,0,-0.7393922635959241,-0.673274892250183,0.9956284932063294,-0.093401838931009,-0.6012710693734842,0.7990451183346701,-0.1859870643151616,-0.9825521929686116,0.8517119107469184,0.5240103253675764,0.0,1.0,0.0,1.0,-0.4853019625310808,-0.8743466161445822,0.8486442574947507,0.5289640103269628,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,20.0,13.0,0.0,0,-1.0,-1.0,0.0,1,2870843.18,3669528.41
2013-08-20,2013,8,20,1,232,3,0,11,19,31,0,0,0,0,0,0,-2325,-6.365503080082136,1,0,0,-0.7508642533989489,-0.6604565640279754,0.9918264497026016,-0.1275942540647218,-0.5592523247663436,0.828997489286572,-0.2531027120229296,-0.9674394126593344,0.893579019823994,0.4489059314938822,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,-0.651372482722222,-0.7587581226927911,0.9884683243281112,0.1514277775045771,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,21.0,12.0,0.0,0,-1.0,-1.0,0.0,1,2730112.88,3528369.0
2013-08-21,2013,8,21,2,233,3,0,10,20,31,0,0,0,0,0,0,-2324,-6.362765229295003,1,0,0,-0.7621140503891487,-0.6474427960827475,0.9868505034357966,-0.1616356516011078,-0.5157444481311303,0.8567424725213031,-0.3190204483114526,-0.9477478322629704,0.9288394302558068,0.3704825404820964,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627,0.9680771188662042,-0.2506525322587208,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,22.0,11.0,0.0,0,-1.0,-1.0,0.0,1,2707776.73,3591906.04
2013-08-22,2013,8,22,3,234,3,0,9,21,31,0,0,0,0,0,0,-2323,-6.360027378507871,1,0,0,-0.7731383255706026,-0.6342374393978054,0.9807065438204116,-0.1954857409322303,-0.4708632887360563,0.8822061909330864,-0.3834282907116399,-0.923570650184354,0.9572324433233116,0.289319977618697,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.4403941515576342,0.7907757369376984,-0.612105982547663,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,23.0,10.0,0.0,0,-1.0,-1.0,0.0,1,3821233.2,5275320.79
2013-08-23,2013,8,23,4,235,3,0,8,22,31,0,0,0,0,0,0,-2322,-6.357289527720739,1,0,0,-0.7839338166829201,-0.620844401650647,0.973401842704431,-0.2291044578781002,-0.4247283525160176,0.9053208417842976,-0.4460214029406849,-0.8950222947607636,0.9785481345802024,0.2060183203251735,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.968077118866204,-0.2506525322587213,0.4853019625310824,-0.8743466161445813,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,24.0,9.0,0.0,0,-1.0,-1.0,0.0,1,3454696.96,4693020.59
2013-08-24,2013,8,24,5,236,3,1,7,23,31,0,0,0,0,0,0,-2321,-6.354551676933607,1,0,0,-0.7944973291665992,-0.6072676460566135,0.9649450457625344,-0.2624520121057191,-0.3774624838618108,0.9260248772451376,-0.5065035376636446,-0.8622378826833189,0.9926289059345094,0.1211934614707369,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,-0.9987165071710528,-0.0506491688387135,0.1011683219874338,-0.9948693233918948,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,25.0,8.0,0.0,0,-1.0,-1.0,0.0,1,2837188.07,4087795.83
2013-08-25,2013,8,25,6,237,3,1,6,24,31,0,0,0,0,0,0,-2320,-6.351813826146475,1,0,0,-0.8048257371083452,-0.593511190196115,0.9553461622632788,-0.2954889342239821,-0.3291915385199954,0.9442631682782286,-0.5645884386042955,-0.8253725795023503,0.9993706508539968,0.0354725557531274,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,-0.9884683243281114,0.1514277775045766,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,26.0,7.0,0.0,0,-1.0,-1.0,0.0,1,3018860.44,3945685.24
2013-08-26,2013,8,26,0,238,3,0,5,25,31,0,0,0,0,0,0,-2319,-6.349075975359343,1,0,0,-0.8149159841660791,-0.5795791048257612,0.9446165532223606,-0.3281761224987386,-0.2800440484743445,0.9599871514317776,-0.6200011953692753,-0.7846008652433858,0.9987235240803974,-0.0505106171852192,0.0,1.0,0.0,1.0,-0.9377521321470804,0.3473052528448203,-0.6513724827222221,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,27.0,6.0,0.0,0,-1.0,-1.0,0.0,1,3465971.03,4845153.03
